"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Deep Cascade Model-Based Face Recognition: When Deep-Layered Learning Meets Small Data","L. Zhang; J. Liu; B. Zhang; D. Zhang; C. Zhu","School of Microelectronics and Communication Engineering, Chongqing University, Chongqing, China; School of Microelectronics and Communication Engineering, Chongqing University, Chongqing, China; Department of Computer and Information Science, University of Macau, Macau, China; School of Science and Engineering, The Chinese University of Hong Kong at Shenzhen, Shenzhen, China; School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China","IEEE Transactions on Image Processing","","2020","29","","1016","1029","Sparse representation based classification (SRC), nuclear-norm matrix regression (NMR), and deep learning (DL) have achieved a great success in face recognition (FR). However, there still exist some intrinsic limitations among them. SRC and NMR based coding methods belong to one-step model, such that the latent discriminative information of the coding error vector cannot be fully exploited. DL, as a multi-step model, can learn powerful representation, but relies on large-scale data and computation resources for numerous parameters training with complicated back-propagation. Straightforward training of deep neural networks from scratch on small-scale data is almost infeasible. Therefore, in order to develop efficient algorithms that are specifically adapted for small-scale data, we propose to derive the deep models of SRC and NMR. Specifically, in this paper, we propose an end-to-end deep cascade model (DCM) based on SRC and NMR with hierarchical learning, nonlinear transformation and multi-layer structure for corrupted face recognition. The contributions include four aspects. First, an end-to-end deep cascade model for small-scale data without back-propagation is proposed. Second, a multi-level pyramid structure is integrated for local feature representation. Third, for introducing nonlinear transformation in layer-wise learning, softmax vector coding of the errors with class discrimination is proposed. Fourth, the existing representation methods can be easily integrated into our DCM framework. Experiments on a number of small-scale benchmark FR datasets demonstrate the superiority of the proposed model over state-of-the-art counterparts. Additionally, a perspective that deep-layered learning does not have to be convolutional neural network with back-propagation optimization is consolidated. The demo code is available in https://github.com/liuji93/DCM","","","10.1109/TIP.2019.2938307","National Natural Science Foundation of China; Chongqing Youth Talent Program; Fundamental Research Funds of Chongqing; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8825855","Deep cascade model;softmax vector;representation learning;face recognition;corruption","Image coding;Encoding;Face recognition;Nuclear magnetic resonance;Deep learning;Data models;Sparse matrices","face recognition;feature extraction;image classification;image representation;learning (artificial intelligence);neural nets;regression analysis","deep neural networks;SRC;NMR;end-to-end deep cascade model;hierarchical learning;nonlinear transformation;multilayer structure;corrupted face recognition;multilevel pyramid structure;layer-wise learning;softmax vector coding;small-scale benchmark FR datasets;deep-layered learning;deep cascade model-based face recognition;meets small data;sparse representation;nuclear-norm matrix regression;deep learning;coding methods;one-step model;coding error vector;multistep model;large-scale data","","","55","","","","","IEEE","IEEE Journals"
"Bayesian Deep-Learning-Based Health Prognostics Toward Prognostics Uncertainty","W. Peng; Z. Ye; N. Chen","School of Intelligent Systems Engineering, Sun Yat-sen University, Guangzhou, China; Department of Industrial Systems Engineering and Management, Sembcorp-NUS Corporate Laboratory, Faculty of Engineering, National University of Singapore, Singapore; Department of Industrial Systems Engineering and Management, Sembcorp-NUS Corporate Laboratory, Faculty of Engineering, National University of Singapore, Singapore","IEEE Transactions on Industrial Electronics","","2020","67","3","2283","2293","Deep-learning-based health prognostics is receiving ever-increasing attention. Most existing methods leverage advanced neural networks for prognostics performance improvement, providing mainly point estimates as prognostics results without addressing prognostics uncertainty. However, uncertainty is critical for both health prognostics and subsequent decision making, especially for safety-critical applications. Inspired by the idea of Bayesian machine learning, a Bayesian deep-learning-based (BDL-based) method is proposed in this paper for health prognostics with uncertainty quantification. State-of-the-art deep learning models are extended into Bayesian neural networks (BNNs), and a variational-inference-based method is presented for the BNNs learning and inference. The proposed method is validated through a ball bearing dataset and a turbofan engine dataset. Other than point estimates, health prognostics using the BDL-based method is enhanced with uncertainty quantification. Scalability and generalization ability of state-of-the-art deep learning models can be well inherited. Stochastic regularization techniques, widely available in mainstream software libraries, can be leveraged to efficiently implement the BDL-based method for practical applications.","","","10.1109/TIE.2019.2907440","National Natural Science Foundation of China; Natural Science Foundation of Jiangsu Province; National Research Foundation; National University of Singapore; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8681720","Bayesian deep neural network;Bayesian reliability;deep learning;health prognostics;remaining useful life (RUL)","Uncertainty;Bayes methods;Deep learning;Data models;Neural networks;Training","Bayes methods;condition monitoring;learning (artificial intelligence);neural nets;production engineering computing;remaining life assessment;stochastic processes","prognostics performance improvement;prognostics uncertainty;Bayesian machine learning;uncertainty quantification;Bayesian neural networks;variational-inference-based method;BDL-based method;Bayesian deep-learning-based health prognostics;deep learning models;ball bearing dataset;turbofan engine dataset;stochastic regularization techniques","","","46","Traditional","","","","IEEE","IEEE Journals"
"Variational-Based Mixed Noise Removal With CNN Deep Learning Regularization","F. Wang; H. Huang; J. Liu","Laboratory of Mathematics and Complex Systems (Ministry of Education of China), School of Mathematical Sciences, Beijing Normal University, Beijing, China; Laboratory of Mathematics and Complex Systems (Ministry of Education of China), School of Mathematical Sciences, Beijing Normal University, Beijing, China; Laboratory of Mathematics and Complex Systems (Ministry of Education of China), School of Mathematical Sciences, Beijing Normal University, Beijing, China","IEEE Transactions on Image Processing","","2020","29","","1246","1258","In this paper, the traditional model based variational methods and deep learning based algorithms are naturally integrated to address mixed noise removal, specially for Gaussian mixture noise and Gaussian-impulse noise removal problem. To be different from single type noise (e.g. Gaussian) removal, it is a challenge problem to accurately discriminate noise types and levels for each pixel. We propose a variational method to iteratively estimate the noise parameters, and then the algorithm can automatically classify the noise according to the different statistical parameters. The proposed variational problem can be separated into regularization, synthesis, parameters estimation and noise classification four steps with the operator splitting scheme. Each step is related to an optimization subproblem. To enforce the regularization, the deep learning method is employed to learn the natural images prior. Compared with some model based regularizations, the CNN regularizer can significantly improve the quality of the restored images. Compared with some learning based methods, the synthesis step can produce better reconstructions by analyzing the types and levels of the recognized noise. In our method, the convolution neutral network (CNN) can be regarded as an operator which associated to a variational functional. From this viewpoint, the proposed method can be extended to many image reconstruction and inverse problems. Numerical experiments in the paper show that our method can achieve some state-of-the-art results for Gaussian mixture noise and Gaussian-impulse noise removal.","","","10.1109/TIP.2019.2940496","National Basic Research Program of China (973 Program); National Basic Research Program of China (973 Program); National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8848828","Deep learning;CNN;regularization;mixed noise;EM algorithm;image restoration","Deep learning;Noise reduction;Image restoration;Learning systems;TV;Data models","convolutional neural nets;Gaussian noise;image classification;image denoising;image restoration;impulse noise;inverse problems;learning (artificial intelligence);variational techniques","Gaussian mixture noise;Gaussian-impulse noise removal problem;parameters estimation;model based regularizations;image reconstruction;inverse problems;CNN deep learning regularization;deep learning based algorithms;variational-based mixed noise removal;noise classification;natural image learning;restored image quality;convolution neutral network","","","48","","","","","IEEE","IEEE Journals"
"Mumford–Shah Loss Functional for Image Segmentation With Deep Learning","B. Kim; J. C. Ye","Department of Bio and Brain Engineering, Korea Advanced Institute of Science and Technology (KAIST), Daejeon, South Korea; Department of Bio and Brain Engineering, Korea Advanced Institute of Science and Technology (KAIST), Daejeon, South Korea","IEEE Transactions on Image Processing","","2020","29","","1856","1866","Recent state-of-the-art image segmentation algorithms are mostly based on deep neural networks, thanks to their high performance and fast computation time. However, these methods are usually trained in a supervised manner, which requires large number of high quality ground-truth segmentation masks. On the other hand, classical image segmentation approaches such as level-set methods are formulated in a self-supervised manner by minimizing energy functions such as Mumford-Shah functional, so they are still useful to help generate segmentation masks without labels. Unfortunately, these algorithms are usually computationally expensive and often have limitation in semantic segmentation. In this paper, we propose a novel loss function based on Mumford-Shah functional that can be used in deep-learning based image segmentation without or with small labeled data. This loss function is based on the observation that the softmax layer of deep neural networks has striking similarity to the characteristic function in the Mumford-Shah functional. We show that the new loss function enables semi-supervised and unsupervised segmentation. In addition, our loss function can also be used as a regularized function to enhance supervised semantic segmentation algorithms. Experimental results on multiple datasets demonstrate the effectiveness of the proposed method.","","","10.1109/TIP.2019.2941265","National Research Foundation of Korea; Industrial Strategic Technology Development Program, Development of Novel Artificial Intelligence Technologies to Assist Imaging Diagnosis of Pulmonary, Hepatic, and Cardiac Disease and Their Integration into Commercial Clinical PACS Platforms); Ministry of Trade, Industry and Energy; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8851405","Semi-supervised learning;unsupervised learning;image segmentation;Mumford-Shah functional","Image segmentation;Semantics;Neural networks;Minimization;Deep learning;Training data;Unsupervised learning","image segmentation;neural nets;supervised learning;unsupervised learning","loss function;supervised semantic segmentation algorithms;Mumford-Shah loss functional;deep learning;deep neural networks;high quality ground-truth segmentation masks;image segmentation;energy functions;unsupervised segmentation;semi-supervised segmentation","","","53","IEEE","","","","IEEE","IEEE Journals"
"Semi-Supervised Deep Coupled Ensemble Learning With Classification Landmark Exploration","J. Li; S. Wu; C. Liu; Z. Yu; H. Wong","School of Computer Science and Engineering, South China University of Technology, Guangzhou, China; School of Computer Science and Engineering, South China University of Technology, Guangzhou, China; Department of Computer Science, Shantou University, Shantou, China; School of Computer Science and Engineering, South China University of Technology, Guangzhou, China; Department of Computer Science, City University of Hong Kong, Hong Kong","IEEE Transactions on Image Processing","","2020","29","","538","550","Using an ensemble of neural networks with consistency regularization is effective for improving performance and stability of deep learning, compared to the case of a single network. In this paper, we present a semi-supervised Deep Coupled Ensemble (DCE) model, which contributes to ensemble learning and classification landmark exploration for better locating the final decision boundaries in the learnt latent space. First, multiple complementary consistency regularizations are integrated into our DCE model to enable the ensemble members to learn from each other and themselves, such that training experience from different sources can be shared and utilized during training. Second, in view of the possibility of producing incorrect predictions on a number of difficult instances, we adopt class-wise mean feature matching to explore important unlabeled instances as classification landmarks, on which the model predictions are more reliable. Minimizing the weighted conditional entropy on unlabeled data is able to force the final decision boundaries to move away from important training data points, which facilitates semi-supervised learning. Ensemble members could eventually have similar performance due to consistency regularization, and thus only one of these members is needed during the test stage, such that the efficiency of our model is the same as the non-ensemble case. Extensive experimental results demonstrate the superiority of our proposed DCE model over existing state-of-the-art semi-supervised learning methods.","","","10.1109/TIP.2019.2933724","Research Grants Council of the Hong Kong Special Administration Region; National Natural Science Foundation of China; City University of Hong Kong; Natural Science Foundation of Guangdong Province; Fundamental Research Funds for the Central Universities; National Key R&D Program of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8796363","Semi-supervised classification;deep ensemble;consistency regularization;landmark learning","Training;Predictive models;Semisupervised learning;Data models;Reliability;Entropy;Computer science","entropy;image classification;image matching;learning (artificial intelligence);neural nets","classification landmark exploration;neural networks;consistency regularization;stability;deep learning;Ensemble model;learnt latent space;multiple complementary consistency regularizations;DCE model;ensemble members;training experience;classification landmarks;model predictions;nonensemble case;training data points;semisupervised deep coupled ensemble learning;unlabeled instances;class-wise mean feature matching","","","59","","","","","IEEE","IEEE Journals"
"Multi-Task Deep Relative Attribute Learning for Visual Urban Perception","W. Min; S. Mei; L. Liu; Y. Wang; S. Jiang","Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China; Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China; Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China; Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China; Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China","IEEE Transactions on Image Processing","","2020","29","","657","669","Visual urban perception aims to quantify perceptual attributes (e.g., safe and depressing attributes) of physical urban environment from crowd-sourced street-view images and their pairwise comparisons. It has been receiving more and more attention in computer vision for various applications, such as perceptive attribute learning and urban scene understanding. Most existing methods adopt either 1) a regression model trained using image features and ranked scores converted from pairwise comparisons for perceptual attribute prediction or 2) a pairwise ranking algorithm to independently learn each perceptual attribute. However, the former fails to directly exploit pairwise comparisons while the latter ignores the relationship among different attributes. To address them, we propose a multi-task deep relative attribute learning network (MTDRALN) to learn all the relative attributes simultaneously via multi-task Siamese networks, where each Siamese network will predict one relative attribute. Combined with deep relative attribute learning, we utilize the structured sparsity to exploit the prior from natural attribute grouping, where all the attributes are divided into different groups based on semantic relatedness in advance. As a result, MTDRALN is capable of learning all the perceptual attributes simultaneously via multi-task learning. Besides the ranking sub-network, MTDRALN further introduces the classification sub-network, and these two types of losses from two sub-networks jointly constrain parameters of the deep network to make the network learn more discriminative visual features for relative attribute learning. In addition, our network can be trained in an end-to-end way to make deep feature learning and multi-task relative attribute learning reinforces each other. Extensive experiments on the large-scale Place Pulse 2.0 dataset validate the advantage of our proposed network. Our qualitative results along with visualization of saliency maps also show that the proposed network is able to learn effective features for perceptual attributes.","","","10.1109/TIP.2019.2932502","National Natural Science Foundation of China; Natural Science Foundation of Beijing Municipality; National Program for Special Support of Eminent Professionals; National Program for Support of Top-notch Young Professionals; State Key Laboratory of Robotics; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8790964","Visual urban perception;relative attribute;multi-task learning","Visualization;Task analysis;Deep learning;Urban areas;Correlation;Computer vision;Predictive models","computer vision;data visualisation;feature extraction;learning (artificial intelligence);regression analysis;visual perception","urban scene understanding;natural attribute grouping;ranking sub-network;visual urban perception;physical urban environment;crowd-sourced street-view images;multitask deep relative attribute learning;computer vision;perceptive attribute learning;regression model;image features;ranked scores;pairwise ranking algorithm;MTDRALN;Siamese network;relative attribute prediction;discriminative visual features;large-scale Place Pulse 2.0 dataset;saliency map visualization","","","56","","","","","IEEE","IEEE Journals"
"Deep-NFVOrch: leveraging deep reinforcement learning to achieve adaptive vNF service chaining in DCI-EONs","B. Li; W. Lu; Z. Zhu","School of Information Science and Technology, University of Science and Technology of China, Hefei, Anhui 230027, China; School of Information Science and Technology, University of Science and Technology of China, Hefei, Anhui 230027, China; School of Information Science and Technology, University of Science and Technology of China, Hefei, Anhui 230027, China","IEEE/OSA Journal of Optical Communications and Networking","","2020","12","1","A18","A27","Due to the rise of cloud computing, how to realize adaptive and cost-effective virtual network function service chaining (vNF-SC) in a datacenter interconnection based on an elastic optical network (DCI-EON) has become an interesting but challenging problem. In this work, we tackle this problem by optimizing the design of a deep reinforcement learning (DRL)-based adaptive service framework, namely, Deep-NFVOrch. Specifically, Deep-NFVOrch works in service cycles and tries to reduce the setup latency of vNF-SC by invoking request prediction and pre-deployment at the beginning of each service cycle. We introduce a DRL-based observer (DRL-Observer) to select the duration of each service cycle adaptively according to the network status. The DRL-Observer is designed based on the advantage actor critic, which can interact with the network environment constantly through its deep neural network and learn how to make wise decisions based on the environment's feedback. Our simulation results demonstrate that the DRL-Observer converges fast in online training with the help of a few asynchronous training threads, and the Deep-NFVOrch with it achieves better performance than several benchmarks, in terms of balancing the tradeoffs among overall resource utilization, vNF-SC request-blocking probability, and the number of network reconfigurations in a DCI-EON.","","","10.1364/JOCN.12.000A18","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8854564","","Training;Optical fiber networks;Resource management;Reinforcement learning;Adaptive systems;Neural networks","cloud computing;computer centres;learning (artificial intelligence);neural nets;observers;optical communication;probability;resource allocation;synchronisation;telecommunication control;virtualisation","Deep-NFVOrch;deep reinforcement learning;datacenter interconnection;cloud computing;DRL-based observer;elastic optical network;adaptive vNF service chaining;DCI-EON;vNF-SC request-blocking probability;deep neural network","","","","","","","","IEEE","IEEE Journals"
"VerifyNet: Secure and Verifiable Federated Learning","G. Xu; H. Li; S. Liu; K. Yang; X. Lin","School of Computer Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Computer Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Computer Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China; Department of Computer Science, The University of Memphis, Memphis, TN, USA; School of Computer Science, University of Guelph, Guelph, ON, Canada","IEEE Transactions on Information Forensics and Security","","2020","15","","911","926","As an emerging training model with neural networks, federated learning has received widespread attention due to its ability to update parameters without collecting users' raw data. However, since adversaries can track and derive participants' privacy from the shared gradients, federated learning is still exposed to various security and privacy threats. In this paper, we consider two major issues in the training process over deep neural networks (DNNs): 1) how to protect user's privacy (i.e., local gradients) in the training process and 2) how to verify the integrity (or correctness) of the aggregated results returned from the server. To solve the above problems, several approaches focusing on secure or privacy-preserving federated learning have been proposed and applied in diverse scenarios. However, it is still an open problem enabling clients to verify whether the cloud server is operating correctly, while guaranteeing user's privacy in the training process. In this paper, we propose VerifyNet, the first privacy-preserving and verifiable federated learning framework. In specific, we first propose a double-masking protocol to guarantee the confidentiality of users' local gradients during the federated learning. Then, the cloud server is required to provide the Proof about the correctness of its aggregated results to each user. We claim that it is impossible that an adversary can deceive users by forging Proof, unless it can solve the NP-hard problem adopted in our model. In addition, VerifyNet is also supportive of users dropping out during the training process. The extensive experiments conducted on real-world data also demonstrate the practical performance of our proposed scheme.","","","10.1109/TIFS.2019.2929409","National Basic Research Program of China (973 Program); National Natural Science Foundation of China; Fundamental Research Funds for Chinese Central Universities; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8765347","Privacy-preserving;deep learning;verifiable federated learning;cloud computing","Training;Servers;Deep learning;Privacy;Biological neural networks;Security","cloud computing;computational complexity;data privacy;learning (artificial intelligence);neural nets","VerifyNet;shared gradients;deep neural networks;cloud server;verifiable federated learning framework;secure federated learning;participants privacy;privacy-preserving federated learning;users raw data;double-masking protocol;users local gradients;NP-hard problem;users dropping","","2","37","","","","","IEEE","IEEE Journals"
"Deep Coupled ISTA Network for Multi-Modal Image Super-Resolution","X. Deng; P. L. Dragotti","Department of Electrical and Electronic Engineering, Imperial College London, London, U.K.; Department of Electrical and Electronic Engineering, Imperial College London, London, U.K.","IEEE Transactions on Image Processing","","2020","29","","1683","1698","Given a low-resolution (LR) image, multi-modal image super-resolution (MISR) aims to find the high-resolution (HR) version of this image with the guidance of an HR image from another modality. In this paper, we use a model-based approach to design a new deep network architecture for MISR. We first introduce a novel joint multi-modal dictionary learning (JMDL) algorithm to model cross-modality dependency. In JMDL, we simultaneously learn three dictionaries and two transform matrices to combine the modalities. Then, by unfolding the iterative shrinkage and thresholding algorithm (ISTA), we turn the JMDL model into a deep neural network, called deep coupled ISTA network. Since the network initialization plays an important role in deep network training, we further propose a layer-wise optimization algorithm (LOA) to initialize the parameters of the network before running back-propagation strategy. Specifically, we model the network initialization as a multi-layer dictionary learning problem, and solve it through convex optimization. The proposed LOA is demonstrated to effectively decrease the training loss and increase the reconstruction accuracy. Finally, we compare our method with other state-of-the-art methods in the MISR task. The numerical results show that our method consistently outperforms others both quantitatively and qualitatively at different upscaling factors for various multi-modal scenarios.","","","10.1109/TIP.2019.2944270","CSC Imperial Scholarship; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8858035","Multi-modal image super-resolution;ISTA;dictionary learning;deep neural network","Machine learning;Dictionaries;Neural networks;Thresholding (Imaging);Iterative algorithms;Image reconstruction","convex programming;image reconstruction;image resolution;image segmentation;iterative methods;learning (artificial intelligence);neural net architecture;optimisation","multimodal image super-resolution;low-resolution image;high-resolution version;deep network architecture;joint multimodal dictionary learning;cross-modality dependency;deep neural network;network initialization;deep network training;multimodal scenarios;deep coupled ISTA network;multilayer dictionary learning;iterative shrinkage and thresholding algorithm;layer-wise optimization algorithm","","1","75","IEEE","","","","IEEE","IEEE Journals"
"Deep Learning Hierarchical Representation From Heterogeneous Flow-Level Communication Data","G. Shao; X. Chen; X. Zeng; L. Wang","Cybersecurity Research Institute, Sichuan University, Chengdu, China; College of Cybersecurity, Sichuan University, Chengdu, China; Cybersecurity Research Institute, Sichuan University, Chengdu, China; College of Cybersecurity, Sichuan University, Chengdu, China","IEEE Transactions on Information Forensics and Security","","2020","15","","1525","1540","The success of a detection model depends heavily on feature engineering. Deep learning has been successfully applied in numerous research fields as a universal representation learning method. However, the heterogeneity of flow-level communication data obstructs the application of deep learning to communication representation learning, and research on this problem is still lacking. To cope with this problem, we propose a heterogeneous communication data-encoding approach to extract fixed-size encoding data to apply deep learning to heterogeneous communication data by preserving the spatiotemporal characteristics of the data. Then, we propose a feature extractor based on deep learning to automatically learn hierarchical and robust communication representations without expert knowledge. We show that the proposed approach can replicate and optimize the key steps of feature engineering well and learn hierarchical representations directly from heterogeneous communication data. Moreover, compared with features extracted with principal component analysis (PCA), manifold learning and manually crafted methods, the features extracted by deep learning are more robust and are characterized by their better adaptability to various classifiers and datasets. To the best of our knowledge, the initial work here is the first to apply deep learning techniques to heterogeneous flow-level data; consequently, the heterogeneous communication data processing method can provide technical means for the application of deep learning in other communication-related research fields.","","","10.1109/TIFS.2019.2943236","National Natural Science Foundation of China; National Entrepreneurship and Innovation Demonstration Base of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8846762","Deep learning;communication behavior;representation learning;feature extraction;convolution neural network","Feature extraction;Deep learning;Computer security;Data mining;Encoding;Principal component analysis;Spatiotemporal phenomena","","","","","35","IEEE","","","","IEEE","IEEE Journals"
