"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Applications of Deep Learning and Reinforcement Learning to Biological Data","M. Mahmud; M. S. Kaiser; A. Hussain; S. Vassanelli","Department of Biomedical Sciences, NeuroChip Lab, University of Padova, Padua, Italy; Institute of Information Technology, Jahangirnagar University, Dhaka, Bangladesh; Division of Computing Science and Maths, School of Natural Sciences, University of Stirling, Stirling, U.K.; Department of Biomedical Sciences, NeuroChip Lab, University of Padova, Padua, Italy","IEEE Transactions on Neural Networks and Learning Systems","","2018","29","6","2063","2079","Rapid advances in hardware-based technologies during the past decades have opened up new possibilities for life scientists to gather multimodal data in various application domains, such as omics, bioimaging, medical imaging, and (brain/body)-machine interfaces. These have generated novel opportunities for development of dedicated data-intensive machine learning techniques. In particular, recent research in deep learning (DL), reinforcement learning (RL), and their combination (deep RL) promise to revolutionize the future of artificial intelligence. The growth in computational power accompanied by faster and increased data storage, and declining computing costs have already allowed scientists in various fields to apply these techniques on data sets that were previously intractable owing to their size and complexity. This paper provides a comprehensive survey on the application of DL, RL, and deep RL techniques in mining biological data. In addition, we compare the performances of DL techniques when applied to different data sets across various application domains. Finally, we outline open issues in this challenging research area and discuss future development perspectives.","","","10.1109/TNNLS.2018.2790388","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8277160","Bioimaging;brain–machine interfaces;convolutional neural network (CNN);deep autoencoder (DA);deep belief network (DBN);deep learning performance;medical imaging;omics;recurrent neural network (RNN)","Biology;Feature extraction;Recurrent neural networks;Data models;Biomedical imaging;Computer architecture;Machine learning","biology computing;data mining;learning (artificial intelligence)","deep RL techniques;DL techniques;deep learning;reinforcement learning;multimodal data;medical imaging;computational power;data-intensive machine learning techniques;hardware-based technologies;artificial intelligence;biological data mining","","42","211","","","","","IEEE","IEEE Journals"
"Review on the research and practice of deep learning and reinforcement learning in smart grids","D. Zhang; X. Han; C. Deng","China Electric Power Research Institute, Beijing 100192, China; Department of Electrical Engineering, Taiyuan University of Technology, Taiyuan 030024, China; China Electric Power Research Institute, Beijing 100192, China","CSEE Journal of Power and Energy Systems","","2018","4","3","362","370","Smart grids are the developmental trend of power systems and they have attracted much attention all over the world. Due to their complexities, and the uncertainty of the smart grid and high volume of information being collected, artificial intelligence techniques represent some of the enabling technologies for its future development and success. Owing to the decreasing cost of computing power, the profusion of data, and better algorithms, AI has entered into its new developmental stage and AI 2.0 is developing rapidly. Deep learning (DL), reinforcement learning (RL) and their combination-deep reinforcement learning (DRL) are representative methods and relatively mature methods in the family of AI 2.0. This article introduces the concept and status quo of the above three methods, summarizes their potential for application in smart grids, and provides an overview of the research work on their application in smart grids.","","","10.17775/CSEEJPES.2018.00520","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8468674","Deep learning;deep reinforcement learning;reinforcement learning;smart grid","Smart grids;Machine learning;Power system stability;Learning (artificial intelligence);Uncertainty;Neural networks","learning (artificial intelligence);power engineering computing;smart power grids","deep learning;smart grid;combination-deep reinforcement learning;DL;RL;power systems;artificial intelligence techniques;data profusion;power computing;AI 2.0;DRL","","16","","","","","","CSEE","CSEE Journals"
"Deep Learning Computed Tomography: Learning Projection-Domain Weights From Image Domain in Limited Angle Problems","T. Würfl; M. Hoffmann; V. Christlein; K. Breininger; Y. Huang; M. Unberath; A. K. Maier","Department Informatik, Pattern Recognition Lab, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen, Germany; Department Informatik, Pattern Recognition Lab, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen, Germany; Department Informatik, Pattern Recognition Lab, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen, Germany; Department Informatik, Pattern Recognition Lab, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen, Germany; Department Informatik, Pattern Recognition Lab, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen, Germany; Computer Aided Medical Procedures, Johns Hopkins University, Baltimore, MD, USA; Department Informatik, Pattern Recognition Lab, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen, Germany","IEEE Transactions on Medical Imaging","","2018","37","6","1454","1463","In this paper, we present a new deep learning framework for 3-D tomographic reconstruction. To this end, we map filtered back-projection-type algorithms to neural networks. However, the back-projection cannot be implemented as a fully connected layer due to its memory requirements. To overcome this problem, we propose a new type of cone-beam back-projection layer, efficiently calculating the forward pass. We derive this layer's backward pass as a projection operation. Unlike most deep learning approaches for reconstruction, our new layer permits joint optimization of correction steps in volume and projection domain. Evaluation is performed numerically on a public data set in a limited angle setting showing a consistent improvement over analytical algorithms while keeping the same computational test-time complexity by design. In the region of interest, the peak signal-to-noise ratio has increased by 23%. In addition, we show that the learned algorithm can be interpreted using known concepts from cone beam reconstruction: the network is able to automatically learn strategies such as compensation weights and apodization windows.","","","10.1109/TMI.2018.2833499","National Institute of Biomedical Imaging and Bioengineering; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8355700","Reconstruction algorithms;neural networks;machine learning","Image reconstruction;Neural networks;Machine learning;Geometry;Reconstruction algorithms;Iterative methods;Computed tomography","computational complexity;computerised tomography;image reconstruction;learning (artificial intelligence);medical image processing;neural nets","computed tomography;projection-domain weights;image domain;limited angle problems;deep learning framework;3-D tomographic reconstruction;back-projection-type algorithms;neural networks;fully connected layer;memory requirements;back-projection layer;forward pass;backward pass;projection operation;joint optimization;correction steps;public data;analytical algorithms;computational test-time complexity;peak signal-to-noise ratio;learned algorithm;cone beam reconstruction;compensation weights","","2","38","","","","","IEEE","IEEE Journals"
"Self-Paced Prioritized Curriculum Learning With Coverage Penalty in Deep Reinforcement Learning","Z. Ren; D. Dong; H. Li; C. Chen","Department of Control and Systems Engineering, School of Management and Engineering, Nanjing University, Nanjing, China; School of Engineering and Information Technology, University of New South Wales, Canberra, ACT, Australia; Department of Control and Systems Engineering, School of Management and Engineering, Nanjing University, Nanjing, China; Department of Control and Systems Engineering, School of Management and Engineering, Nanjing University, Nanjing, China","IEEE Transactions on Neural Networks and Learning Systems","","2018","29","6","2216","2226","In this paper, a new training paradigm is proposed for deep reinforcement learning using self-paced prioritized curriculum learning with coverage penalty. The proposed deep curriculum reinforcement learning (DCRL) takes the most advantage of experience replay by adaptively selecting appropriate transitions from replay memory based on the complexity of each transition. The criteria of complexity in DCRL consist of self-paced priority as well as coverage penalty. The self-paced priority reflects the relationship between the temporal-difference error and the difficulty of the current curriculum for sample efficiency. The coverage penalty is taken into account for sample diversity. With comparison to deep Q network (DQN) and prioritized experience replay (PER) methods, the DCRL algorithm is evaluated on Atari 2600 games, and the experimental results show that DCRL outperforms DQN and PER on most of these games. More results further show that the proposed curriculum training paradigm of DCRL is also applicable and effective for other memory-based deep reinforcement learning approaches, such as double DQN and dueling network. All the experimental results demonstrate that DCRL can achieve improved training efficiency and robustness for deep reinforcement learning.","","","10.1109/TNNLS.2018.2790981","National Key Research and Development Program of China; National Natural Science Foundation of China; Australian Research Council; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8278851","Coverage penalty;curriculum learning;deep reinforcement learning;self-paced priority","Training;Learning (artificial intelligence);Machine learning;Complexity theory;Training data;Games;Robustness","computer based training;computer games;learning (artificial intelligence)","curriculum training paradigm;DCRL;deep curriculum reinforcement learning;coverage penalty;Atari 2600 games;temporal-difference error;replay memory;self-paced prioritized curriculum learning","","8","49","","","","","IEEE","IEEE Journals"
"Reinforced Imitation: Sample Efficient Deep Reinforcement Learning for Mapless Navigation by Leveraging Prior Demonstrations","M. Pfeiffer; S. Shukla; M. Turchetta; C. Cadena; A. Krause; R. Siegwart; J. Nieto","Autonomous Systems Lab, Computer Vision Lab, Learning and Adaptive Systems Group, and Max Planck ETH Center for Learning Systems, ETH Zurich, Zurich, Switzerland; Autonomous Systems Lab, Computer Vision Lab, Learning and Adaptive Systems Group, and Max Planck ETH Center for Learning Systems, ETH Zurich, Zurich, Switzerland; Autonomous Systems Lab, Computer Vision Lab, Learning and Adaptive Systems Group, and Max Planck ETH Center for Learning Systems, ETH Zurich, Zurich, Switzerland; Autonomous Systems Lab, Computer Vision Lab, Learning and Adaptive Systems Group, and Max Planck ETH Center for Learning Systems, ETH Zurich, Zurich, Switzerland; Autonomous Systems Lab, Computer Vision Lab, Learning and Adaptive Systems Group, and Max Planck ETH Center for Learning Systems, ETH Zurich, Zurich, Switzerland; Autonomous Systems Lab, Computer Vision Lab, Learning and Adaptive Systems Group, and Max Planck ETH Center for Learning Systems, ETH Zurich, Zurich, Switzerland; Autonomous Systems Lab, Computer Vision Lab, Learning and Adaptive Systems Group, and Max Planck ETH Center for Learning Systems, ETH Zurich, Zurich, Switzerland","IEEE Robotics and Automation Letters","","2018","3","4","4423","4430","This letter presents a case study of a learning-based approach for target-driven mapless navigation. The underlying navigation model is an end-to-end neural network, which is trained using a combination of expert demonstrations, imitation learning (IL) and reinforcement learning (RL). While RL and IL suffer from a large sample complexity and the distribution mismatch problem, respectively, we show that leveraging prior expert demonstrations for pretraining can reduce the training time to reach at least the same level of the performance compared to plain RL by a factor of 5. We present a thorough evaluation of different combinations of expert demonstrations, different RL algorithms, and reward functions, both in simulation and on a real robotic platform. Our results show that the final model outperforms both standalone approaches in the amount of successful navigation tasks. In addition, the RL reward function can be significantly simplified when using pretraining, e.g., by using a sparse reward only. The learned navigation policy is able to generalize to unseen and real-world environments.","","","10.1109/LRA.2018.2869644","European Union Horizon 2020 project CROWDBOT; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8458422","Navigation;deep reinforcement learning;end-to-end planning","Navigation;Training;Robots;Task analysis;Collision avoidance;Neural networks;Planning","learning (artificial intelligence);mobile robots;navigation;neural nets","learning-based approach;sample efficient deep reinforcement learning;reinforced imitation;learned navigation policy;RL reward function;successful navigation tasks;standalone approaches;final model;plain RL;leveraging prior expert demonstrations;distribution mismatch problem;sample complexity;IL;end-to-end neural network;underlying navigation model;target-driven mapless navigation","","2","33","","","","","IEEE","IEEE Journals"
"Row-Sparse Discriminative Deep Dictionary Learning for Hyperspectral Image Classification","V. Singhal; A. Majumdar","Indraprastha Institute of Information Technology, New Delhi, India; Indraprastha Institute of Information Technology, New Delhi, India","IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing","","2018","11","12","5019","5028","In recent studies in hyperspectral imaging, biometrics, and energy analytics, the framework of deep dictionary learning has shown promise. Deep dictionary learning outperforms other traditional deep learning tools when training data are limited; therefore, hyperspectral imaging is one such example that benefits from this framework. Most of the prior studies were based on the unsupervised formulation; and in all cases, the training algorithm was greedy and hence suboptimal. This is the first work that shows how to learn the deep dictionary learning problem in a joint fashion. Moreover, we propose a new discriminative penalty to the said framework. The third contribution of this work is showing how to incorporate stochastic regularization techniques into the deep dictionary learning framework. Experimental results on hyperspectral image classification shows that the proposed technique excels over all state-of-the-art deep and shallow (traditional) learning based methods published in recent times.","","","10.1109/JSTARS.2018.2877769","Infosys Center for Artificial Intelligence @ IIIT Delhi; Indo-French CEFIPRA; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8536455","Classification;deep learning;dictionary learning;hyperspectral imaging;supervised learning","Hyperspectral imaging;Supervised learning;Classification;Training data;Deep learning","hyperspectral imaging;image classification;knowledge representation;learning (artificial intelligence)","discriminative penalty;deep dictionary learning framework;hyperspectral image classification;row-sparse discriminative deep dictionary;hyperspectral imaging;deep dictionary learning problem;stochastic regularization techniques","","","38","","","","","IEEE","IEEE Journals"
"Exploring the Cross-Domain Action Recognition Problem by Deep Feature Learning and Cross-Domain Learning","Z. Gao; T. T. Han; L. Zhu; H. Zhang; Y. Wang","Qilu University of Technology (Shandong Academy of Sciences), Shandong Computer Science Center (National Supercomputer Center in Jinan), Shandong Artificial Intelligence Institute, Jinan, China; Key Laboratory of Computer Vision and System, Tianjin University of Technology, Ministry of Education, Tianjin, China; School of Information Science and Engineering, Shandong Normal University, Jinan, China; Key Laboratory of Computer Vision and System, Tianjin University of Technology, Ministry of Education, Tianjin, China; Qilu University of Technology (Shandong Academy of Sciences), Shandong Computer Science Center (National Supercomputer Center in Jinan), Shandong Artificial Intelligence Institute, Jinan, China","IEEE Access","","2018","6","","68989","69008","Action recognition has received increasing attention from the computer vision and machine learning communities in the last decade. Although many related action recognition algorithms have been proposed, similar environments conditions are often required in the training and testing stages, which limits the application of the related technologies. In order to accelerate the generalization of action recognition, in this paper, the cross-domain action recognition problem are explored by three different kinds of aspects: 1) feature learning, hand-crafted feature and deep learning feature are extracted, respectively, and then the generalization ability of them are assessed and discussed on controlled and uncontrolled environments, respectively; 2) unsupervised cross-domain learning, since it is difficult for us to obtain the labeled samples in the target domain, thus, unsupervised cross-domain learning methods can be borrowed. In order to discuss which one is suitable for open domain action recognition problem, thus, three kind of unsupervised cross-domain learning methods are assessed on open domain action recognition dataset, respectively; 3) supervised cross-domain learning, if there are some labeled samples in the target domain, but the number of them is very limited, thus, supervised cross-domain learning method should be a good choice, but, how do we make the decision for them? Therefore, these methods are also appraised on the same dataset. Moreover, we contribute a novel multi-view and multi-modality human action recognition dataset (abbreviated as ”MMA”). It consists of 7,080 action samples from 25 action categories, including 15 singlesubject actions and 10 double-subject interactive actions in three views of two different scenarios, which can be utilized to simultaneously explore single-view learning, multi-view learning, multi-modality learning, and cross-domain learning problems. We further explore the same learning problems on the MMA dataset. The extensive experimental results on two different datasets show that the deep feature learning method has much better generalization ability than the hand-crafted feature, such as improved dense trajectory if there are enough labeled samples in the training dataset to be used to fine-tune the network, and both unsupervised cross-domain learning method and supervised cross-domain learning method can improve the performance, but the latter can obtain much bigger improvement, in other words, the labeled samples in the target domain are very helpful. Finally, we also attended the open domain action recognition challenge which was held in CVPR 2017 workshop, and our supervised cross-domain learning scheme obtained the best performance in all teams.","","","10.1109/ACCESS.2018.2878313","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8514106","Open set action recognition;cross domain learning;hand-crafted feature;deep learning feature;improved dense trajectory;MMA dataset","Videos;Learning systems;Trajectory;Target recognition;Feature extraction;Training","computer vision;feature extraction;image recognition;neural nets;supervised learning;unsupervised learning","open domain action recognition dataset;supervised cross-domain learning method;multimodality human action recognition dataset;single-view learning;multiview learning;multimodality learning;deep feature learning method;unsupervised cross-domain learning method;supervised cross-domain learning scheme;cross-domain action recognition problem;open domain action recognition problem","","3","77","","","","","IEEE","IEEE Journals"
"Hierarchical Deep Reinforcement Learning for Continuous Action Control","Z. Yang; K. Merrick; L. Jin; H. A. Abbass","School of Engineering and Information Technology, University of New South Wales, Canberra, ACT, Australia; School of Engineering and Information Technology, University of New South Wales, Canberra, ACT, Australia; School of Electronic and Information Engineering, South China University of Technology, Guangzhou, China; School of Engineering and Information Technology, University of New South Wales, Canberra, ACT, Australia","IEEE Transactions on Neural Networks and Learning Systems","","2018","29","11","5174","5184","Robotic control in a continuous action space has long been a challenging topic. This is especially true when controlling robots to solve compound tasks, as both basic skills and compound skills need to be learned. In this paper, we propose a hierarchical deep reinforcement learning algorithm to learn basic skills and compound skills simultaneously. In the proposed algorithm, compound skills and basic skills are learned by two levels of hierarchy. In the first level of hierarchy, each basic skill is handled by its own actor, overseen by a shared basic critic. Then, in the second level of hierarchy, compound skills are learned by a meta critic by reusing basic skills. The proposed algorithm was evaluated on a Pioneer 3AT robot in three different navigation scenarios with fully observable tasks. The simulations were built in Gazebo 2 in a robot operating system Indigo environment. The results show that the proposed algorithm can learn both high performance basic skills and compound skills through the same learning process. The compound skills learned outperform those learned by a discrete action space deep reinforcement learning algorithm.","","","10.1109/TNNLS.2018.2805379","Australian Research Council; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8310962","Continuous control;deep learning;hierarchical learning;reinforcement learning","Compounds;Machine learning;Task analysis;Learning (artificial intelligence);Approximation algorithms;Robot sensing systems","collision avoidance;control engineering computing;learning (artificial intelligence);mobile robots;robot dynamics","continuous action control;basic skill;compound skills;hierarchical deep reinforcement learning algorithm;high performance basic skills;discrete action space deep reinforcement learning algorithm","","10","46","","","","","IEEE","IEEE Journals"
"Deep Learning for Household Load Forecasting—A Novel Pooling Deep RNN","H. Shi; M. Xu; R. Li","Department of Electronic and Electrical Engineering, University of Bath, Bath, U.K.; Department of Electronic and Electrical Engineering, University of Bath, Bath, U.K.; Department of Electronic and Electrical Engineering, University of Bath, Bath, U.K.","IEEE Transactions on Smart Grid","","2018","9","5","5271","5280","The key challenge for household load forecasting lies in the high volatility and uncertainty of load profiles. Traditional methods tend to avoid such uncertainty by load aggregation (to offset uncertainties), customer classification (to cluster uncertainties) and spectral analysis (to filter out uncertainties). This paper, for the first time, aims to directly learn the uncertainty by applying a new breed of machine learning algorithms-deep learning. However, simply adding layers in neural networks will cap the forecasting performance due to the occurrence of over-fitting. A novel pooling-based deep recurrent neural network is proposed in this paper which batches a group of customers' load profiles into a pool of inputs. Essentially the model could address the over-fitting issue by increasing data diversity and volume. This paper reports the first attempts to develop a bespoke deep learning application for household load forecasting and achieved preliminary success. The developed method is implemented on Tensorflow deep learning platform and tested on 920 smart metered customers from Ireland. Compared with the state-of-the-art techniques in household load forecasting, the proposed method outperforms ARIMA by 19.5%, SVR by 13.1% and classical deep RNN by 6.5% in terms of RMSE.","","","10.1109/TSG.2017.2686012","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7885096","Big data;deep learning;load forecasting;long short-term memory;machine learning;neural network;smart meter","Machine learning;Uncertainty;Load forecasting;Neural networks;Training;Computer architecture;Forecasting","learning (artificial intelligence);load forecasting;power engineering computing;recurrent neural nets;regression analysis","household load forecasting;load profiles;load aggregation;cluster uncertainties;novel pooling-based deep recurrent neural network;bespoke deep learning application;Tensorflow deep learning platform;classical deep RNN","","43","42","","","","","IEEE","IEEE Journals"
"On Intelligent Traffic Control for Large-Scale Heterogeneous Networks: A Value Matrix-Based Deep Learning Approach","Z. Md. Fadlullah; F. Tang; B. Mao; J. Liu; N. Kato","Graduate School of Information Sciences, Tohoku University, Sendai, Japan; Graduate School of Information Sciences, Tohoku University, Sendai, Japan; Graduate School of Information Sciences, Tohoku University, Sendai, Japan; School of Cyber Engineering, Xidian University, Xi’an, China; Graduate School of Information Sciences, Tohoku University, Sendai, Japan","IEEE Communications Letters","","2018","22","12","2479","2482","Recently, deep learning has emerged as an attractive technique to intelligently control network traffic. However, the contemporary researches only focused on small-/medium-scale networks, since the computational complexity of deep learning based traffic control algorithm significantly increases with the network size. In this paper, we address this issue and envision a reward-based deep learning structure, which jointly employs deep convolutional neural network (CNN) and a deep belief network (DBN) to predict the traffic load value matrix and construct the final action matrix, respectively. In our proposal, the deep CNN is used to construct the award prediction network, while the deep DBN constructs the action decision network. Thus, the final action space is simplified to a next destination action matrix, and the computational complexity is substantially reduced. Computer-based simulation results demonstrate that our proposal is able to achieve an improved performance in the large-scale network in terms of the packets loss rate and throughput in contrast with those in the conventional routing method.","","","10.1109/LCOMM.2018.2875431","Japan Society for the Promotion of Science; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8489985","Deep learning;packets forwarding;routing protocol;non-supervised learning;convolutional neural network (CNN);deep belief network (DBN)","Machine learning;Training data;Telecommunication traffic;Computational complexity;Convolutional neural networks;Heterogeneous networks;Routing protocols;Semisupervised learning","belief networks;control engineering computing;intelligent control;learning (artificial intelligence);neural nets;routing protocols;telecommunication computing;telecommunication control;telecommunication traffic","intelligent traffic control;large-scale heterogeneous networks;computational complexity;deep convolutional neural network;deep belief network;deep CNN;award prediction network;action decision network;value matrix;traffic control algorithm;computer-based simulation;deep learning;deep DBN;routing protocol","","6","17","","","","","IEEE","IEEE Journals"
